age,type_bac,parcours,moyenne_bac,moyenne_s1,moyenne_s2,moyenne_generale_s1_s2,nb_modules_echoues,heures_travail_semaine,discipline_note_sur_5,satisfaction_parcours_note_sur_5,travail_parallele,reussite_generale,resultat_final
19,Mathématiques,Licence,16.85,16.0,15.52,15.76,0,8.2,4,5,Non,1,1
25,Technique,Master,16.77,15.81,14.26,15.035,0,12.6,4,3,Non,1,1
22,Sciences,Master,12.89,8.11,8.93,8.52,1,3.3,4,3,Non,0,0
22,Technique,Cycle Ingénieur,13.23,11.96,13.25,12.605,2,12.2,4,4,Oui,1,1
26,Informatique,Licence,14.44,16.0,16.0,16.0,0,8.7,5,3,Oui,1,1
21,Informatique,Licence,13.73,12.87,15.23,14.05,0,4.8,5,4,Non,1,1
24,Technique,Master,17.37,16.0,16.0,16.0,0,10.2,5,3,Oui,1,1
24,Informatique,Cycle Ingénieur,11.87,8.36,8.16,8.26,0,9.4,1,2,Non,0,0
23,Informatique,Licence,17.4,16.0,15.74,15.870000000000001,1,14.0,5,3,Oui,1,1
29,Mathématiques,Licence,13.92,9.0,9.0,9.0,4,14.2,4,4,Oui,0,0
25,Sciences,Master,17.37,16.0,16.0,16.0,2,6.0,5,3,Oui,1,1
26,Informatique,Cycle Ingénieur,14.63,15.03,16.0,15.515,1,5.1,4,3,Oui,1,1
25,Informatique,Licence,16.3,16.0,15.87,15.934999999999999,1,2.1,5,5,Oui,1,1
20,Sciences,Cycle Ingénieur,17.4,16.0,16.0,16.0,0,12.1,5,4,Oui,1,1
24,Informatique,Licence,17.14,16.0,16.0,16.0,2,10.0,4,4,Oui,1,1
20,Informatique,Cycle Ingénieur,14.1,11.97,14.0,12.985,2,18.4,4,3,Oui,1,1
24,Informatique,Master,16.01,16.0,15.28,15.64,0,8.4,4,4,Oui,1,1
22,Informatique,Licence,13.68,12.61,15.01,13.809999999999999,0,13.1,5,4,Oui,1,1
27,Informatique,Master,12.48,8.8,8.45,8.625,1,11.6,3,5,Non,0,0
25,Mathématiques,Master,11.17,8.31,6.25,7.28,2,8.9,2,3,Oui,0,0
23,Informatique,Cycle Ingénieur,16.28,16.0,16.0,16.0,0,10.9,5,4,Oui,1,1
30,Sciences,Cycle Ingénieur,14.04,15.18,14.91,15.045,1,9.9,4,3,Oui,1,1
27,Informatique,Licence,11.83,12.63,15.52,14.075,1,10.6,4,3,Non,1,1
22,Mathématiques,Master,16.46,9.0,9.0,9.0,3,13.5,3,3,Non,0,0
23,Informatique,Licence,12.96,10.3,9.64,9.97,0,16.3,3,1,Non,0,0
29,Sciences,Licence,11.24,9.89,8.51,9.2,1,14.0,2,4,Non,0,0
21,Technique,Licence,12.59,8.22,6.97,7.595000000000001,3,14.1,2,1,Non,0,0
20,Informatique,Licence,15.76,13.34,9.83,11.585,1,5.5,3,5,Non,1,0
21,Informatique,Licence,11.68,11.12,10.76,10.94,0,8.4,3,3,Non,1,1
23,Mathématiques,Master,17.5,16.0,16.0,16.0,0,14.2,5,2,Oui,1,1
21,Informatique,Licence,12.48,9.0,9.0,9.0,4,11.0,3,3,Oui,0,0
22,Mathématiques,Licence,17.83,16.0,14.83,15.415,1,9.0,4,4,Oui,1,1
24,Sciences,Cycle Ingénieur,14.52,14.8,13.54,14.17,0,5.9,3,3,Oui,1,1
19,Informatique,Licence,16.53,16.0,15.07,15.535,1,7.4,5,3,Oui,1,1
29,Technique,Licence,14.16,12.21,9.48,10.845,0,2.2,2,1,Non,1,0
21,Sciences,Licence,12.87,12.49,13.48,12.985,0,9.2,4,5,Non,1,1
29,Informatique,Master,12.49,10.6,8.98,9.79,1,9.1,3,4,Non,0,0
29,Mathématiques,Licence,14.03,12.78,12.72,12.75,1,12.6,3,4,Non,1,1
30,Informatique,Licence,15.09,14.58,14.72,14.65,2,7.1,5,4,Oui,1,1
25,Mathématiques,Master,14.66,9.0,9.0,9.0,4,15.6,2,4,Oui,0,0
24,Technique,Licence,12.76,13.45,14.38,13.915,0,7.5,4,3,Oui,1,1
20,Mathématiques,Licence,12.97,15.2,15.62,15.41,1,18.1,5,3,Non,1,1
25,Sciences,Master,13.96,12.5,13.67,13.085,1,11.7,2,4,Oui,1,1
26,Informatique,Licence,13.34,10.57,9.5,10.035,1,11.5,4,3,Non,1,0
19,Informatique,Licence,14.04,14.73,14.7,14.715,1,21.1,4,3,Non,1,1
26,Sciences,Cycle Ingénieur,14.29,14.27,15.79,15.03,2,4.9,4,4,Non,1,1
25,Mathématiques,Master,17.16,16.0,15.35,15.675,1,17.1,5,4,Oui,1,1
27,Sciences,Master,12.28,11.4,11.78,11.59,1,4.8,4,4,Oui,1,1
24,Sciences,Master,17.03,16.0,16.0,16.0,0,19.4,5,3,Non,1,1
28,Informatique,Master,13.33,12.93,10.79,11.86,1,0.9,2,4,Oui,1,0
19,Informatique,Licence,17.81,16.0,14.93,15.465,1,6.2,5,4,Non,1,1
19,Mathématiques,Licence,13.02,13.48,12.72,13.100000000000001,1,10.3,3,3,Non,1,1
24,Informatique,Cycle Ingénieur,14.36,12.67,13.66,13.165,0,14.8,3,3,Oui,1,1
22,Sciences,Licence,12.07,13.13,13.47,13.3,1,7.0,4,4,Oui,1,1
26,Informatique,Master,13.72,11.55,11.23,11.39,2,9.3,4,3,Non,1,1
29,Mathématiques,Master,12.79,11.64,12.49,12.065000000000001,0,9.8,4,3,Oui,1,1
28,Sciences,Licence,16.7,13.75,13.35,13.55,1,9.8,3,5,Oui,1,1
27,Sciences,Master,11.12,9.0,9.0,9.0,3,8.3,2,2,Non,0,0
26,Informatique,Cycle Ingénieur,15.78,9.0,9.0,9.0,3,7.4,1,2,Non,0,0
25,Informatique,Cycle Ingénieur,12.71,13.48,11.27,12.375,0,12.9,3,2,Oui,1,0
28,Technique,Master,14.7,11.73,12.83,12.280000000000001,0,6.0,5,3,Oui,1,1
27,Informatique,Licence,17.17,16.0,15.12,15.559999999999999,0,11.3,4,4,Oui,1,1
27,Informatique,Licence,16.46,14.13,12.38,13.255,1,7.7,4,4,Non,1,1
29,Technique,Master,17.11,16.0,13.09,14.545,2,3.5,3,3,Oui,1,1
23,Informatique,Licence,17.07,9.0,9.0,9.0,3,1.1,2,3,Non,0,0
27,Informatique,Master,11.63,12.77,11.42,12.094999999999999,0,19.5,4,4,Oui,1,1
22,Technique,Licence,13.18,14.39,12.46,13.425,1,3.3,3,4,Non,1,1
21,Mathématiques,Licence,15.03,11.22,13.5,12.36,1,11.8,4,3,Non,1,1
27,Sciences,Licence,15.94,9.0,9.0,9.0,3,14.5,3,3,Non,0,0
26,Informatique,Licence,12.57,13.29,12.72,13.004999999999999,2,2.6,3,4,Non,1,1
19,Sciences,Licence,13.65,12.76,15.77,14.265,0,6.5,4,3,Non,1,1
22,Informatique,Licence,15.38,9.0,9.0,9.0,3,5.3,3,5,Non,0,0
22,Technique,Licence,15.76,15.4,14.41,14.905000000000001,0,9.6,4,4,Oui,1,1
29,Informatique,Cycle Ingénieur,15.54,9.0,9.0,9.0,3,9.7,4,4,Oui,0,0
29,Technique,Licence,17.51,16.0,16.0,16.0,1,11.0,5,3,Non,1,1
25,Informatique,Licence,15.58,15.17,15.31,15.24,0,15.6,5,5,Oui,1,1
23,Mathématiques,Licence,13.13,13.94,14.63,14.285,2,11.0,5,3,Non,1,1
20,Informatique,Licence,17.26,16.0,16.0,16.0,0,10.8,5,4,Non,1,1
29,Informatique,Licence,13.23,12.72,14.18,13.45,1,10.8,3,4,Non,1,1
28,Mathématiques,Licence,16.0,14.11,14.25,14.18,2,17.2,5,3,Non,1,1
28,Informatique,Licence,12.72,9.0,9.0,9.0,3,4.9,2,3,Non,0,0
22,Informatique,Licence,14.97,14.96,15.14,15.05,0,12.8,4,3,Oui,1,1
19,Mathématiques,Master,14.08,12.98,10.23,11.605,0,5.6,3,3,Non,1,0
20,Mathématiques,Cycle Ingénieur,12.57,12.3,12.63,12.465,0,10.0,3,3,Oui,1,1
23,Informatique,Licence,16.83,16.0,14.64,15.32,0,5.2,5,3,Non,1,1
27,Informatique,Master,17.81,16.0,16.0,16.0,0,6.5,5,4,Oui,1,1
29,Sciences,Master,16.96,16.0,14.88,15.440000000000001,1,10.6,5,4,Non,1,1
25,Technique,Master,15.27,14.28,12.47,13.375,2,7.0,2,3,Non,1,1
23,Informatique,Master,13.76,12.52,12.7,12.61,2,10.3,3,3,Oui,1,1
24,Technique,Cycle Ingénieur,16.06,13.6,15.35,14.475,0,7.0,4,2,Oui,1,1
23,Informatique,Master,15.97,15.3,14.47,14.885000000000002,2,13.0,4,4,Non,1,1
27,Technique,Master,17.64,16.0,16.0,16.0,0,10.9,4,4,Oui,1,1
22,Technique,Master,16.56,16.0,16.0,16.0,2,9.3,5,3,Oui,1,1
27,Sciences,Cycle Ingénieur,13.37,14.8,14.45,14.625,0,11.0,3,2,Non,1,1
25,Technique,Licence,11.13,12.11,14.15,13.129999999999999,1,12.7,4,5,Non,1,1
30,Informatique,Master,12.16,13.21,13.76,13.485,2,2.4,3,2,Oui,1,1
21,Informatique,Master,16.83,9.0,9.0,9.0,3,3.7,3,3,Non,0,0
20,Mathématiques,Licence,13.86,9.18,9.33,9.254999999999999,0,16.3,4,4,Non,0,0
27,Informatique,Licence,15.02,14.98,16.0,15.49,1,10.6,5,3,Non,1,1
24,Informatique,Master,16.99,9.0,9.0,9.0,3,8.3,2,2,Non,0,0
27,Informatique,Licence,17.0,16.0,14.58,15.29,0,11.3,4,5,Non,1,1
24,Sciences,Licence,17.65,16.0,14.87,15.434999999999999,1,9.2,3,4,Non,1,1
28,Informatique,Cycle Ingénieur,16.09,16.0,16.0,16.0,0,9.7,5,5,Non,1,1
24,Technique,Cycle Ingénieur,15.2,11.69,14.59,13.14,0,10.8,5,3,Oui,1,1
28,Mathématiques,Licence,16.99,16.0,13.63,14.815000000000001,0,8.3,3,5,Non,1,1
25,Technique,Cycle Ingénieur,16.55,16.0,13.13,14.565000000000001,0,9.4,4,4,Non,1,1
29,Informatique,Master,12.26,13.76,13.33,13.545,0,12.4,3,3,Oui,1,1
30,Informatique,Master,15.26,14.85,16.0,15.425,1,7.0,4,4,Non,1,1
21,Mathématiques,Licence,17.46,16.0,16.0,16.0,0,4.4,5,5,Non,1,1
22,Mathématiques,Master,11.14,11.05,13.32,12.185,0,14.2,3,2,Oui,1,1
21,Sciences,Licence,16.78,9.0,9.0,9.0,4,2.4,2,2,Non,0,0
27,Informatique,Licence,17.12,16.0,15.58,15.79,2,15.0,5,4,Non,1,1
20,Mathématiques,Master,13.76,9.0,9.0,9.0,3,3.0,2,2,Oui,0,0
19,Informatique,Master,17.63,16.0,16.0,16.0,2,6.3,5,4,Non,1,1
22,Informatique,Cycle Ingénieur,13.22,11.18,12.45,11.815,2,2.1,4,5,Oui,1,1
26,Informatique,Master,11.26,9.48,11.2,10.34,1,13.7,3,4,Oui,1,0
27,Informatique,Master,16.85,16.0,16.0,16.0,1,11.8,5,4,Non,1,1
21,Informatique,Master,13.2,13.94,15.25,14.594999999999999,2,11.9,5,2,Oui,1,1
24,Technique,Licence,17.72,9.0,9.0,9.0,3,9.5,3,4,Oui,0,0
20,Informatique,Master,11.35,10.67,9.85,10.26,2,8.8,2,3,Non,1,0
25,Informatique,Master,11.11,13.0,12.12,12.559999999999999,2,9.6,4,4,Non,1,1
29,Informatique,Master,17.78,16.0,15.52,15.76,0,12.8,4,4,Non,1,1
27,Informatique,Master,11.28,8.67,6.11,7.390000000000001,0,10.5,2,4,Non,0,0
23,Sciences,Licence,13.61,13.33,12.89,13.11,0,7.6,3,4,Non,1,1
23,Mathématiques,Licence,13.34,16.0,16.0,16.0,0,10.1,5,4,Non,1,1
22,Sciences,Licence,11.09,10.36,12.83,11.594999999999999,0,10.7,4,1,Non,1,1
25,Mathématiques,Cycle Ingénieur,14.08,15.91,15.65,15.780000000000001,0,13.8,5,4,Oui,1,1
21,Sciences,Master,14.76,15.61,15.76,15.684999999999999,0,12.9,5,4,Oui,1,1
21,Mathématiques,Licence,11.73,11.48,13.67,12.575,0,14.8,5,5,Oui,1,1
26,Informatique,Cycle Ingénieur,17.5,14.34,16.0,15.17,1,11.7,4,4,Non,1,1
21,Technique,Cycle Ingénieur,15.52,9.0,9.0,9.0,3,0.0,3,4,Non,0,0
28,Informatique,Licence,15.75,16.0,14.19,15.094999999999999,0,11.0,4,4,Oui,1,1
28,Mathématiques,Licence,16.5,14.46,14.98,14.72,0,8.8,5,3,Non,1,1
21,Sciences,Cycle Ingénieur,16.82,16.0,16.0,16.0,0,10.4,5,5,Oui,1,1
25,Mathématiques,Licence,13.27,13.51,14.46,13.985,0,7.4,4,3,Oui,1,1
28,Sciences,Licence,16.9,14.2,14.49,14.344999999999999,2,10.6,4,4,Non,1,1
29,Technique,Master,17.84,16.0,16.0,16.0,2,18.1,5,3,Non,1,1
27,Informatique,Licence,16.21,16.0,15.32,15.66,0,14.7,4,4,Non,1,1
22,Sciences,Master,16.18,14.64,16.0,15.32,1,15.6,5,4,Non,1,1
26,Informatique,Master,12.6,11.83,11.72,11.775,0,7.7,4,5,Non,1,1
23,Sciences,Master,16.84,15.93,15.74,15.835,0,13.7,5,3,Non,1,1
28,Sciences,Cycle Ingénieur,16.35,13.32,13.07,13.195,1,12.7,4,4,Oui,1,1
25,Informatique,Master,14.08,14.29,16.0,15.145,0,6.4,5,5,Non,1,1
29,Informatique,Licence,14.81,15.97,16.0,15.985,0,11.2,4,4,Oui,1,1
24,Informatique,Licence,14.32,9.0,9.0,9.0,3,14.5,3,4,Non,0,0
19,Informatique,Licence,13.56,12.87,12.34,12.605,0,13.8,4,5,Non,1,1
29,Technique,Licence,14.07,14.37,14.83,14.6,2,7.7,4,4,Oui,1,1
25,Informatique,Master,11.97,10.19,8.59,9.39,1,3.4,3,4,Non,0,0
20,Sciences,Licence,12.72,9.0,9.0,9.0,3,4.5,1,3,Non,0,0
23,Informatique,Master,14.33,16.0,16.0,16.0,0,9.4,5,3,Non,1,1
25,Informatique,Master,15.65,14.65,12.52,13.585,0,5.2,4,3,Non,1,1
26,Mathématiques,Licence,14.56,9.0,9.0,9.0,3,7.3,3,4,Oui,0,0
23,Mathématiques,Licence,15.48,15.74,16.0,15.870000000000001,0,14.7,5,4,Non,1,1
24,Technique,Cycle Ingénieur,16.84,15.49,14.36,14.925,1,12.2,3,3,Oui,1,1
29,Sciences,Licence,13.82,11.58,11.04,11.309999999999999,1,7.2,4,3,Non,1,1
24,Sciences,Licence,16.07,15.12,16.0,15.559999999999999,0,6.7,5,3,Non,1,1
25,Technique,Cycle Ingénieur,16.26,16.0,16.0,16.0,1,8.4,5,4,Non,1,1
19,Informatique,Cycle Ingénieur,14.91,13.04,12.13,12.585,0,7.4,3,3,Non,1,1
23,Mathématiques,Master,14.03,13.38,14.62,14.0,2,4.2,4,3,Oui,1,1
19,Informatique,Licence,13.66,11.15,9.15,10.15,1,3.3,3,3,Oui,1,0
20,Informatique,Licence,11.08,11.29,9.75,10.52,1,5.1,3,4,Non,1,0
22,Informatique,Licence,14.14,15.25,16.0,15.625,0,9.9,5,5,Non,1,1
25,Mathématiques,Licence,15.07,10.79,11.01,10.899999999999999,0,5.6,3,3,Non,1,1
26,Technique,Master,15.78,13.97,16.0,14.985,0,17.1,5,3,Oui,1,1
19,Informatique,Master,17.59,16.0,16.0,16.0,1,12.2,4,3,Non,1,1
30,Informatique,Licence,13.31,9.0,9.0,9.0,4,8.5,3,3,Non,0,0
20,Technique,Cycle Ingénieur,13.33,9.0,9.0,9.0,4,10.9,4,3,Oui,0,0
26,Mathématiques,Cycle Ingénieur,11.12,13.13,12.8,12.965,1,10.4,4,3,Non,1,1
26,Informatique,Licence,15.54,13.14,12.18,12.66,1,4.6,4,2,Non,1,1
27,Informatique,Licence,12.96,13.34,13.64,13.49,0,11.7,5,4,Non,1,1
29,Informatique,Cycle Ingénieur,11.41,13.54,12.67,13.105,0,15.3,4,4,Oui,1,1
22,Mathématiques,Master,13.72,12.44,15.52,13.98,0,16.9,3,2,Oui,1,1
28,Mathématiques,Master,15.02,14.64,14.88,14.760000000000002,2,8.9,4,3,Non,1,1
20,Informatique,Master,12.9,13.2,13.71,13.455,0,12.8,5,4,Non,1,1
24,Technique,Cycle Ingénieur,12.12,9.73,7.89,8.81,0,11.2,2,4,Oui,0,0
30,Mathématiques,Licence,13.65,9.0,9.0,9.0,3,9.8,4,3,Non,0,0
20,Technique,Licence,15.99,13.32,11.56,12.440000000000001,0,10.7,3,3,Oui,1,1
21,Informatique,Licence,16.96,15.91,15.93,15.92,1,14.6,5,4,Non,1,1
22,Informatique,Licence,11.71,11.11,9.94,10.524999999999999,0,6.1,3,5,Non,1,0
27,Informatique,Licence,16.69,16.0,16.0,16.0,1,17.4,5,4,Non,1,1
26,Technique,Licence,13.22,10.87,9.0,9.934999999999999,0,6.2,2,2,Oui,0,0
23,Sciences,Licence,16.66,16.0,16.0,16.0,1,11.7,3,4,Oui,1,1
21,Mathématiques,Master,11.76,11.93,11.51,11.719999999999999,2,14.3,4,3,Non,1,1
22,Informatique,Licence,14.68,14.03,14.87,14.45,0,10.6,5,4,Non,1,1
22,Informatique,Licence,12.86,13.06,11.85,12.455,0,7.5,3,4,Non,1,1
27,Sciences,Cycle Ingénieur,13.46,13.45,14.66,14.055,0,9.4,4,3,Oui,1,1
20,Informatique,Master,15.9,16.0,15.15,15.575,0,12.4,5,3,Non,1,1
20,Mathématiques,Cycle Ingénieur,14.4,9.0,9.0,9.0,3,0.3,3,4,Oui,0,0
29,Informatique,Licence,15.89,9.0,9.0,9.0,3,7.9,2,4,Oui,0,0
26,Mathématiques,Cycle Ingénieur,11.17,10.69,11.48,11.085,2,0.0,2,2,Oui,1,0
21,Technique,Licence,15.06,9.0,9.0,9.0,4,10.6,2,3,Non,0,0
28,Informatique,Cycle Ingénieur,13.14,13.62,13.97,13.795,0,10.4,3,2,Non,1,1
24,Informatique,Licence,13.17,13.67,16.0,14.835,0,9.0,4,2,Non,1,1
29,Sciences,Licence,14.25,13.78,13.88,13.83,0,9.4,3,4,Non,1,1
23,Informatique,Licence,16.41,15.7,16.0,15.85,0,14.1,5,4,Non,1,1
24,Technique,Licence,14.9,12.74,10.85,11.795,1,13.3,2,3,Non,1,0
19,Informatique,Master,15.19,13.48,16.0,14.74,0,8.1,5,3,Non,1,1
22,Informatique,Licence,12.15,12.91,14.13,13.52,0,13.2,4,3,Non,1,1
29,Sciences,Licence,11.89,11.85,10.98,11.415,0,7.5,1,4,Non,1,0
20,Informatique,Master,17.15,16.0,16.0,16.0,1,10.0,5,4,Non,1,1
30,Technique,Licence,17.01,15.25,16.0,15.625,1,16.5,5,5,Oui,1,1
24,Technique,Licence,16.72,16.0,16.0,16.0,1,14.7,5,5,Non,1,1
29,Mathématiques,Licence,11.07,10.15,9.52,9.835,0,8.3,2,3,Non,0,0
27,Sciences,Licence,17.83,16.0,16.0,16.0,0,15.0,5,4,Non,1,1
30,Mathématiques,Master,13.96,14.13,15.5,14.815000000000001,2,5.7,5,3,Oui,1,1
26,Informatique,Cycle Ingénieur,13.61,14.55,15.06,14.805,0,8.2,4,3,Non,1,1
26,Informatique,Licence,16.72,15.23,13.48,14.355,2,6.3,4,5,Non,1,1
25,Mathématiques,Cycle Ingénieur,12.32,9.51,9.04,9.274999999999999,0,8.6,3,3,Non,0,0
25,Informatique,Master,14.18,9.0,9.0,9.0,3,3.8,2,4,Non,0,0
20,Sciences,Master,12.83,13.0,13.35,13.175,1,6.4,5,2,Non,1,1
26,Sciences,Master,15.38,9.0,9.0,9.0,4,7.9,2,4,Non,0,0
29,Technique,Cycle Ingénieur,16.55,13.04,13.48,13.26,0,10.5,4,4,Non,1,1
22,Mathématiques,Licence,16.5,16.0,16.0,16.0,2,5.1,3,3,Oui,1,1
25,Informatique,Licence,17.56,16.0,15.52,15.76,1,16.1,5,5,Oui,1,1
30,Sciences,Master,11.04,8.99,8.87,8.93,3,15.5,2,2,Oui,0,0
21,Mathématiques,Master,11.87,13.05,9.87,11.46,0,7.9,2,3,Non,1,0
26,Technique,Licence,15.64,13.77,13.86,13.815,1,6.4,5,4,Oui,1,1
23,Mathématiques,Master,16.05,14.22,14.63,14.425,0,13.9,3,4,Oui,1,1
24,Mathématiques,Cycle Ingénieur,12.62,13.19,12.6,12.895,0,9.2,3,4,Oui,1,1
19,Informatique,Licence,16.71,14.61,13.72,14.165,1,17.2,4,5,Non,1,1
28,Mathématiques,Licence,14.39,9.0,9.0,9.0,3,5.5,3,4,Oui,0,0
23,Informatique,Cycle Ingénieur,12.09,9.03,8.35,8.69,0,10.8,1,4,Non,0,0
30,Mathématiques,Master,17.77,16.0,16.0,16.0,0,3.1,5,4,Non,1,1
19,Sciences,Licence,15.75,9.0,9.0,9.0,3,11.2,1,2,Non,0,0
27,Informatique,Master,17.42,14.28,13.9,14.09,0,10.0,4,3,Oui,1,1
30,Informatique,Cycle Ingénieur,17.77,15.96,15.02,15.49,0,16.9,5,4,Non,1,1
24,Informatique,Licence,17.84,16.0,15.75,15.875,0,8.4,5,4,Non,1,1
21,Sciences,Master,11.75,10.15,12.34,11.245000000000001,0,9.7,4,3,Oui,1,1
19,Technique,Cycle Ingénieur,15.37,9.0,9.0,9.0,3,7.3,3,2,Oui,0,0
21,Sciences,Licence,12.77,15.41,15.31,15.36,2,10.1,4,4,Oui,1,1
25,Informatique,Cycle Ingénieur,15.36,16.0,15.38,15.690000000000001,1,8.8,5,4,Non,1,1
27,Mathématiques,Licence,12.62,12.05,12.48,12.265,1,6.0,4,4,Non,1,1
25,Informatique,Licence,13.83,11.24,10.51,10.875,0,2.7,3,3,Non,1,0
21,Technique,Licence,17.51,9.0,9.0,9.0,4,4.4,2,4,Non,0,0
20,Mathématiques,Cycle Ingénieur,11.48,8.72,7.99,8.355,1,7.8,2,2,Non,0,0
26,Informatique,Master,11.23,13.64,15.64,14.64,0,19.4,5,3,Non,1,1
30,Technique,Licence,15.39,16.0,16.0,16.0,1,7.3,4,3,Oui,1,1
27,Technique,Licence,13.38,13.54,12.29,12.915,0,7.8,3,2,Non,1,1
30,Informatique,Licence,13.02,9.0,9.0,9.0,4,8.2,3,3,Non,0,0
28,Informatique,Master,14.31,14.37,15.25,14.809999999999999,2,13.1,4,2,Non,1,1
19,Mathématiques,Licence,17.82,16.0,15.66,15.83,0,20.0,4,3,Non,1,1
26,Mathématiques,Master,17.15,15.23,14.51,14.870000000000001,0,12.7,5,5,Oui,1,1
27,Informatique,Licence,15.21,14.85,15.22,15.035,0,19.2,4,3,Oui,1,1
19,Informatique,Master,13.96,12.62,11.74,12.18,0,11.4,4,4,Non,1,1
24,Mathématiques,Licence,12.08,13.78,11.67,12.725,1,6.1,2,4,Non,1,1
23,Informatique,Licence,14.13,14.11,13.3,13.705,0,8.4,5,2,Non,1,1
27,Mathématiques,Cycle Ingénieur,15.65,14.91,15.01,14.96,1,6.6,4,4,Oui,1,1
21,Informatique,Licence,15.23,9.0,9.0,9.0,3,6.5,3,4,Non,0,0
27,Sciences,Cycle Ingénieur,14.04,9.0,9.0,9.0,3,0.7,3,4,Non,0,0
23,Sciences,Master,13.05,12.21,10.46,11.335,2,12.8,3,3,Non,1,0
26,Sciences,Cycle Ingénieur,17.11,16.0,16.0,16.0,2,13.9,4,4,Oui,1,1
28,Sciences,Licence,14.1,13.7,16.0,14.85,0,10.6,4,3,Non,1,1
27,Informatique,Master,14.27,13.33,12.27,12.8,1,0.6,2,4,Non,1,1
27,Informatique,Licence,15.3,9.0,9.0,9.0,4,1.6,3,3,Non,0,0
19,Mathématiques,Licence,16.34,16.0,15.02,15.51,0,10.6,5,4,Non,1,1
21,Sciences,Cycle Ingénieur,17.79,16.0,16.0,16.0,2,13.7,5,4,Non,1,1
24,Informatique,Licence,13.2,14.72,16.0,15.36,2,10.8,5,3,Non,1,1
22,Mathématiques,Licence,14.13,13.97,14.86,14.415,1,15.1,5,3,Oui,1,1
22,Informatique,Licence,11.29,9.0,9.0,9.0,3,2.7,3,4,Oui,0,0
30,Mathématiques,Licence,13.04,14.52,15.66,15.09,0,13.9,3,2,Oui,1,1
23,Sciences,Master,17.22,16.0,16.0,16.0,1,6.5,4,3,Non,1,1
30,Technique,Master,12.92,9.68,10.56,10.120000000000001,0,8.3,4,5,Non,1,1
28,Informatique,Master,17.16,16.0,16.0,16.0,1,10.9,5,4,Non,1,1
20,Sciences,Licence,14.02,13.39,11.41,12.4,2,10.2,3,3,Non,1,1
20,Informatique,Licence,15.58,9.0,9.0,9.0,3,14.2,2,4,Oui,0,0
19,Technique,Cycle Ingénieur,15.63,14.5,16.0,15.25,0,10.4,5,3,Oui,1,1
19,Mathématiques,Licence,12.58,12.97,13.06,13.015,1,8.0,2,3,Oui,1,1
28,Mathématiques,Licence,16.42,16.0,16.0,16.0,0,5.2,4,4,Non,1,1
26,Informatique,Licence,16.68,9.0,9.0,9.0,4,2.7,3,4,Non,0,0
23,Technique,Cycle Ingénieur,17.31,16.0,16.0,16.0,1,3.9,2,2,Non,1,1
19,Mathématiques,Licence,11.11,10.74,10.85,10.795,2,10.6,3,4,Oui,1,0
27,Informatique,Master,16.79,15.45,16.0,15.725,0,4.3,3,3,Oui,1,1
19,Informatique,Licence,14.7,9.0,9.0,9.0,4,6.4,3,4,Non,0,0
27,Mathématiques,Master,15.91,15.97,16.0,15.985,0,13.0,3,5,Non,1,1
30,Sciences,Licence,15.16,9.0,9.0,9.0,4,1.1,3,3,Oui,0,0
26,Mathématiques,Licence,17.86,16.0,14.39,15.195,0,6.6,3,3,Non,1,1
27,Informatique,Master,11.04,10.71,10.71,10.71,2,11.3,3,3,Non,1,0
22,Informatique,Cycle Ingénieur,13.51,9.0,9.0,9.0,3,5.9,3,4,Non,0,0
21,Informatique,Cycle Ingénieur,13.07,11.41,10.36,10.885,0,16.8,4,4,Non,1,1
20,Informatique,Master,15.74,16.0,12.64,14.32,1,13.5,4,3,Non,1,1
20,Technique,Cycle Ingénieur,13.72,13.04,13.0,13.02,1,9.7,3,4,Oui,1,1
23,Mathématiques,Licence,13.26,12.8,15.66,14.23,0,11.4,5,4,Non,1,1
27,Informatique,Cycle Ingénieur,15.59,9.0,9.0,9.0,3,9.6,2,3,Oui,0,0
29,Sciences,Master,17.7,16.0,16.0,16.0,0,9.8,5,4,Non,1,1
25,Mathématiques,Master,14.28,13.72,14.1,13.91,1,5.6,5,4,Oui,1,1
25,Mathématiques,Cycle Ingénieur,11.01,10.15,8.35,9.25,0,9.0,2,3,Non,0,0
22,Mathématiques,Master,15.06,16.0,16.0,16.0,0,13.5,5,3,Non,1,1
23,Sciences,Master,16.6,14.87,14.43,14.649999999999999,0,2.6,4,5,Oui,1,1
23,Informatique,Cycle Ingénieur,13.03,14.18,16.0,15.09,1,15.2,5,4,Non,1,1
20,Technique,Licence,13.68,14.63,16.0,15.315000000000001,2,7.4,5,4,Non,1,1
24,Informatique,Licence,11.42,9.0,9.0,9.0,4,7.3,2,3,Oui,0,0
27,Mathématiques,Cycle Ingénieur,13.59,11.64,11.88,11.760000000000002,0,5.4,4,3,Oui,1,1
24,Mathématiques,Master,12.52,10.77,9.76,10.265,2,8.1,3,3,Non,1,0
28,Informatique,Cycle Ingénieur,15.38,16.0,13.32,14.66,1,9.5,4,4,Non,1,1
19,Technique,Licence,12.94,8.72,6.0,7.36,1,5.2,2,4,Non,0,0
24,Informatique,Licence,17.23,9.0,9.0,9.0,3,3.7,2,3,Non,0,0
22,Informatique,Master,15.04,15.11,16.0,15.555,1,17.7,5,3,Non,1,1
27,Informatique,Master,14.35,13.59,12.48,13.035,0,9.9,4,2,Oui,1,1
22,Mathématiques,Cycle Ingénieur,14.77,12.9,13.95,13.425,2,8.5,5,3,Oui,1,1
